title,time,artist,album,genre,plays
Promises (feat. Sienna Bradford),4:27,Antoine Bradford,Even in the Dark - EP,Christian,
Post Tenebras,2:24,Antoine Bradford,Even in the Dark - EP,Christian,
Blue Hours,3:54,Bear's Den,Blue Hours,Indie Rock,
Frightened Whispers,4:01,Bear's Den,Blue Hours,Indie Rock,
Every Grain of Sand,6:12,Bob Dylan,Shot of Love,Rock,
Hear Our Prayer,5:04,The Brilliance,All Is Not Lost,Singer/Songwriter,
Will We Ever Rise?,3:41,The Brilliance,All Is Not Lost,Singer/Songwriter,
Who Is Jesus,2:48,The Brilliance,All Is Not Lost,Singer/Songwriter,
All Is Not Lost,3:48,The Brilliance,All Is Not Lost,Singer/Songwriter,
Aprite le finestre,3:04,Claudio Villa,Italian Vintage Collection (The Best of Italian Songs),Pop,
Casa mia (Casetta dè Trastevere),3:33,Claudio Villa,Italian Vintage Collection (The Best of Italian Songs),Pop,
Caves,1:51,Cody Fry,Symphony Sessions,Singer/Songwriter,
Eleanor Rigby,4:40,Cody Fry,Symphony Sessions,Singer/Songwriter,
Sailboat (feat. Ben Rector),3:57,Cody Fry,Symphony Sessions,Singer/Songwriter,
More Than The Day Before,2:32,Cody Fry,Symphony Sessions,Singer/Songwriter,
I Hear A Symphony (Live From Ocean Way Nashville),3:01,Cody Fry,Symphony Sessions,Singer/Songwriter,
Photograph (Live From Ocean Way Nashville),4:34,Cody Fry,Symphony Sessions,Singer/Songwriter,
Crash My Car,3:08,COIN,Dreamland,Pop,
Babe Ruth,3:13,COIN,Dreamland,Pop,
Heaven Hearted,1:22,COIN,Dreamland,Pop,
Emily,4:12,Declan McKenna,Zeros,Alternative,
Twice Your Size,3:20,Declan McKenna,Zeros,Alternative,
"Eventually, Darling",4:12,Declan McKenna,Zeros,Alternative,
Run It,2:43,"DJ Snake, Rick Ross & Rich Brian",Shang-Chi and The Legend of The Ten Rings: The Album,Dance,
Vecchio frack,4:25,Domenico Modugno,Italian Vintage Collection (The Best of Italian Songs),Pop,
Io mammeta e tu,3:54,Domenico Modugno,Italian Vintage Collection (The Best of Italian Songs),Pop,
Bad Habits,3:51,Ed Sheeran,=,Pop,
Lets Go Home Together (feat. Tom Grennan),3:29,Ella Henderson,Evering Road (Deluxe),Alternative,
Andavo a cento all'ora,2:31,Gianni Morandi,Italian Vintage Collection (The Best of Italian Songs),Pop,
Senza fine (Remastered),2:50,Gino Paoli,Italian Vintage Collection (The Best of Italian Songs),Pop,
Get Away,3:27,Great Good Fine Ok,III,Pop,
Always,3:57,Great Good Fine Ok,III,Pop,
Holding You,3:31,Great Good Fine Ok,III,Pop,
Already Love,3:34,Great Good Fine Ok,III,Pop,
Thinking,3:29,Great Good Fine Ok,III,Pop,
The Silent Orchestra,4:32,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,
St Mary's County,3:11,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,
Self Pity,5:25,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,
I Don't Need Anyone,4:54,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,
The Smallest Splinter,4:23,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,
If You Ever Want to Be in Love,4:01,James Bay,Chaos and the Calm,Singer/Songwriter,
Best Fake Smile,3:27,James Bay,Chaos and the Calm,Alternative,
When We Were on Fire,3:59,James Bay,Chaos and the Calm,Singer/Songwriter,
Get Out While You Can,4:42,James Bay,Chaos and the Calm,Singer/Songwriter,
Give Me Some Love,3:37,James Blunt,All the Lost Souls (Deluxe),Pop,
I Really Want You (Radio Edit),3:40,James Blunt,All the Lost Souls (Deluxe),Pop,
Annie,3:29,James Blunt,All the Lost Souls (Deluxe),Pop,
I Can't Hear the Music,3:45,James Blunt,All the Lost Souls (Deluxe),Pop,
"Love, Love, Love",3:48,James Blunt,All the Lost Souls (Deluxe),Pop,
Cuz I Love You (Live From Glastonbury 2008),5:42,James Blunt,All the Lost Souls (Deluxe),Pop,
Young Folks (From Jo While Live Lounge),3:51,James Blunt,All the Lost Souls (Deluxe),Pop,
Breakfast In America (Live),4:38,James Blunt,All the Lost Souls (Deluxe),Pop,
Give Me Some Love (iTunes Live London Festival '08),4:28,James Blunt,All the Lost Souls (Deluxe),Pop,
Carry You Home (iTunes Live London Festival '08),4:36,James Blunt,All the Lost Souls (Deluxe),Pop,
I'll Take Everything (iTunes Live London Festival '08),4:09,James Blunt,All the Lost Souls (Deluxe),Pop,
I Really Want You (iTunes Live London Festival '08),3:41,James Blunt,All the Lost Souls (Deluxe),Pop,
One of the Brightest Stars (iTunes Live London Festival '08),3:27,James Blunt,All the Lost Souls (Deluxe),Pop,
Same Mistake (iTunes Live London Festival '08),5:02,James Blunt,All the Lost Souls (Deluxe),Pop,
Lose Control,4:15,JJ Lin,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
life death & everything between,1:44,joan,superglue,Pop,
simple,2:52,joan,superglue,Pop,
loner,2:47,joan,superglue,Pop,
nervous,2:59,joan,superglue,Pop,
backseat driving,3:16,joan,superglue,Pop,
coffee shop,0:53,joan,superglue,Pop,
monsters,3:14,joan,superglue,Pop,
hi,0:17,joan,superglue,Pop,
feeling like dancing,2:53,joan,superglue,Pop,
falling in love,3:09,joan,superglue,Pop,
superglue,4:06,joan,superglue,Pop,
Brother and Sister,1:38,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Three Days,1:24,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Don't Look Down,4:09,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Revenge,1:35,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
My Son Is Home,2:20,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Zhe Zhi,2:55,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Together Soon,1:15,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Stay in the Pocket,1:45,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
The Waterfall,2:28,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Ancestors,4:13,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Who You Are,2:40,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
A Blood Debt,6:16,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Grief,2:06,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Is This What You Wanted?,3:17,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
The Deep,2:35,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Inheritance,4:30,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
I Won't Leave You Again,4:14,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
The Light and the Dark,1:46,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Qingming Jie,2:17,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Family,1:36,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,
Holy Ghost,3:46,John Mark McMillan,Borderland,Alternative Folk,
Love at the End,4:41,John Mark McMillan,Borderland,Alternative Folk,
Borderland,4:50,John Mark McMillan,Borderland,Alternative Folk,
Counting On,5:33,John Mark McMillan,Borderland,Alternative Folk,
Monsters Talk,3:51,John Mark McMillan,Borderland,Alternative Folk,
Tongues of Fire,4:34,John Mark McMillan,Borderland,Alternative Folk,
Silver Shore,4:24,John Mark McMillan,Borderland,Alternative Folk,
Heart Runs,6:47,John Mark McMillan,Borderland,Alternative Folk,
Visceral,4:28,John Mark McMillan,Borderland,Alternative Folk,
Belief,4:02,John Mayer,Continuum,Singer/Songwriter,
The Heart of Life,3:19,John Mayer,Continuum,Singer/Songwriter,
Vultures,4:12,John Mayer,Continuum,Singer/Songwriter,
Stop This Train,4:45,John Mayer,Continuum,Singer/Songwriter,
Bold As Love,4:18,John Mayer,Continuum,Singer/Songwriter,
Dreaming With a Broken Heart,4:08,John Mayer,Continuum,Singer/Songwriter,
In Repair,6:10,John Mayer,Continuum,Singer/Songwriter,
Hold My Hand,3:45,Lady Gaga,Top Gun: Maverick (Music from the Motion Picture),Pop,
Science Fiction,2:41,Landon Conrath,Nothing Matters Anyway,Indie Pop,
Main Titles (You've Been Called Back to Top Gun),2:31,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,
You're Where You Belong / Give 'Em Hell,5:46,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,
Dagger One Is Hit / Time to Let Go,5:06,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,
"The Man, the Legend / Touchdown",3:55,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,
Penny Returns (Interlude),2:47,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,
Miniera (Beguine),2:41,Luciano Virgili,Italian Vintage Collection (The Best of Italian Songs),Pop,
Violino tzigano (Tango),2:48,Luciano Virgili,Italian Vintage Collection (The Best of Italian Songs),Pop,
Siciliano,4:30,Lucio Dalla,12000 Lune,Pop,
Ayrton,4:28,Lucio Dalla,12000 Lune,Pop,
Stella,4:05,Lucio Dalla,12000 Lune,Pop,
Sottocasa,4:05,Lucio Dalla,12000 Lune,Pop,
Dark Bologna,4:48,Lucio Dalla,12000 Lune,Pop,
Futura (edit version),5:48,Lucio Dalla,12000 Lune,Pop,
Stella Di Mare,5:53,Lucio Dalla,12000 Lune,Pop,
Il Parco Della Luna,4:57,Lucio Dalla,12000 Lune,Pop,
Cara,5:34,Lucio Dalla,12000 Lune,Pop,
La Sera Dei Miracoli,5:13,Lucio Dalla,12000 Lune,Pop,
Mambo,5:01,Lucio Dalla,12000 Lune,Pop,
Tutta La Vita,5:03,Lucio Dalla,12000 Lune,Pop,
Se Io Fossi Un Angelo,5:03,Lucio Dalla,12000 Lune,Pop,
Washington (edit version),4:21,Lucio Dalla,12000 Lune,Pop,
Chissà Se Lo Sai,4:02,Lucio Dalla,12000 Lune,Pop,
Amen,4:18,Lucio Dalla,12000 Lune,Pop,
Felicità,5:49,Lucio Dalla,12000 Lune,Pop,
Com'è Profondo Il Mare,5:25,Lucio Dalla,12000 Lune,Pop,
L'ultima Luna,5:40,Lucio Dalla,12000 Lune,Pop,
Disperato Erotico Stomp,5:48,Lucio Dalla,12000 Lune,Pop,
Telefonami Tra Vent'anni,4:42,Lucio Dalla,12000 Lune,Pop,
Quale Allegria,4:30,Lucio Dalla,12000 Lune,Pop,
Nuvolari,5:25,Lucio Dalla,12000 Lune,Pop,
Piazza Grande,3:13,Lucio Dalla,12000 Lune,Pop,
Itaca,4:09,Lucio Dalla,12000 Lune,Pop,
Il Gigante E La Bambina,4:40,Lucio Dalla,12000 Lune,Pop,
La Casa In Riva Al Mare,3:56,Lucio Dalla,12000 Lune,Pop,
Un Uomo Come Me,3:25,Lucio Dalla,12000 Lune,Pop,
4 Marzo 1943,3:46,Lucio Dalla,12000 Lune,Pop,
Occhi Di Ragazza,3:35,Lucio Dalla,12000 Lune,Pop,
Sylvie,3:16,Lucio Dalla,12000 Lune,Pop,
Il Cielo,3:16,Lucio Dalla,12000 Lune,Pop,
Anna Bellanna,3:14,Lucio Dalla,12000 Lune,Pop,
Pafff.. Bum!,2:21,Lucio Dalla,12000 Lune,Pop,
Bisogna Saper Perdere,2:29,Lucio Dalla,12000 Lune,Pop,
Lei (non è per me),2:52,Lucio Dalla,12000 Lune,Pop,
Piazza Grande (Live Version),4:15,Lucio Dalla,12000 Lune,Pop,
Anna e Marco (Live Version),4:53,Lucio Dalla,12000 Lune,Pop,
Weightless,8:00,Marconi Union,"The Ambient Zone Just Music Cafe, Vol. 4",Electronic,
Funiculì funiculà,2:24,Mario Lanza,Italian Vintage Collection (The Best of Italian Songs),Pop,
Main Theme from Trouble Man (Alternate Take with Strings),2:36,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T Plays It Cool (Unedited Version),6:37,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Poor Abbey Walsh (Take 1),2:02,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Poor Abbey Walsh (Take 2),2:01,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Theme from Trouble Man (Vocal Version),2:03,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T Stands for Trouble (Unedited Vocal Version),5:22,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T Stands for Trouble (Alternate Version),6:04,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Main Theme from Trouble Man (Vocal Version),4:13,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Trouble Man (Trouble Man Original Film Score),4:13,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Pool Hall (Trouble Man Original Film Score),2:54,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T Plays It Cool (Trouble Man Original Film Score),2:45,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Cadillac Interlude / Cleo's Apartment (Trouble Man Original Film Score),2:13,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Man Tied Up / Jimmy's West / Conversation with Cleo (Trouble Man Original Film Score),1:31,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Crap Game (A.K.A. The Break In) / Getting Rid of Body / Talking to Angel (Trouble Man Original Film Score),3:12,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Outside Police Station (Trouble Man Original Film Score),1:13,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Bowling Alley Parking Lot (Trouble Man Original Film Score),1:16,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Stick Up (Trouble Man Original Film Score),1:45,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Cleaners / Cleo (Trouble Man Original Film Score),2:01,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Closing Jimmy's (Trouble Man Original Film Score),1:46,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Police Break In (Trouble Man Original Film Score),1:00,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T Cleans Up / Police Station (Trouble Man Original Film Score),2:51,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
"Packing Up / Jimmy Gets Worked / Saying Goodbye / ""T"" Breaks In / Movie Theater (Trouble Man Original Film Score)",4:17,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Car Ride / Looking for Pete (Trouble Man Original Film Score),4:15,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Parking Garage / Elevator (Trouble Man Original Film Score),2:35,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Penthouse (Trouble Man Original Film Score),2:09,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
"My Name Is ""T"" / End Credits (Trouble Man Original Film Score)",1:42,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
T at the Cross (Trouble Man Original Film Score),3:00,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,
Tivù,3:17,Michele Merlo,Cuori stupidi,Pop,
Le rififì,3:19,Milva,Italian Vintage Collection (The Best of Italian Songs),Pop,
Una zebra a pois,2:08,Mina,Italian Vintage Collection (The Best of Italian Songs),Pop,
Coriandoli,3:11,Mina,Italian Vintage Collection (The Best of Italian Songs),Pop,
Mamma voglio anch'io la fidanzata,3:19,Natalino Otto,Italian Vintage Collection (The Best of Italian Songs),Pop,
Alfabeto musicale,3:17,Natalino Otto,Italian Vintage Collection (The Best of Italian Songs),Pop,
Legata ad un granello di sabbia (Remastered),4:06,Nico Fidenco,Italian Vintage Collection (The Best of Italian Songs),Pop,
Electric Love,3:47,NIGHT TRAVELER,"Night Traveler, Vol. 1 - EP",Rock,
Missing You,4:35,NIGHT TRAVELER,"Night Traveler, Vol. 1 - EP",Rock,
Portland,5:17,NIGHT TRAVELER,"Night Traveler, Vol. 1 - EP",Rock,
Every Summertime,3:36,NIKI,Shang-Chi and The Legend of The Ten Rings: The Album,Pop,
Always Rising,3:04,"NIKI, Rich Brian & Warren Hue",Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
I' te vurria vasà,3:45,Peppino di Capri,Italian Vintage Collection (The Best of Italian Songs),Pop,
Lady,2:01,Peppino di Capri,Italian Vintage Collection (The Best of Italian Songs),Pop,
Pera matura (Remastered),3:04,Pino Donaggio,Italian Vintage Collection (The Best of Italian Songs),Pop,
Ò sarracino,3:11,Renato Carosone,Italian Vintage Collection (The Best of Italian Songs),Pop,
Piccolissima serenata (Mastering 2011),3:25,Renato Carosone,Italian Vintage Collection (The Best of Italian Songs),Pop,
Pianofortissimo (Mastering 2011),3:26,Renato Carosone,Italian Vintage Collection (The Best of Italian Songs),Pop,
Ho attaccato un palloncino,3:44,Renato Rascel,Italian Vintage Collection (The Best of Italian Songs),Pop,
Act Up,3:19,Rich Brian & EARTHGANG,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
Foolish,2:58,"Rich Brian, Warren Hue & Guapdad 4000",Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
Cu-Cu-Rru-Cu-Cu Paloma (feat. Dante Perduca),3:24,Rino Salviati,Italian Vintage Collection (The Best of Italian Songs),Easy Listening,
Romagna mia (Casetta mia) [Valzer],3:33,Secondo Casadei e la sua Orchestra,Italian Vintage Collection (The Best of Italian Songs),Worldwide,
Exalted (Psalm 110) [feat. Joint Heirs],4:50,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,
To the Praise of His Grace (feat. Leah Smith),4:06,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,
Light and Heat (feat. Blair Linne),4:23,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,
Psalm 37,4:22,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,
rEaL WOrLD,2:59,Tai Verdes,TV,Pop,
Solamente,2:15,Tai Verdes,TV,Pop,
DRUGS,2:40,Tai Verdes,TV,Pop,
we would have some cute kids.,2:35,Tai Verdes,TV,Pop,
Stuck In The Middle,3:16,Tai Verdes,TV,Pop,
BAD BAD News,3:28,Tai Verdes,TV,Pop,
Something To Cry About,3:46,Tai Verdes,TV,Pop,
fake prophet,3:21,Tai Verdes,TV,Pop,
i deserve 2 b alone,2:46,Tai Verdes,TV,Pop,
FEELING THIS BAD NEVER FELT SO GREAT,2:54,Tai Verdes,TV,Pop,
Happy til it hurts,2:24,Tai Verdes,TV,Pop,
momma told me imma be,2:14,Tai Verdes,TV,Pop,
Amen,3:00,Tom Grennan,Evering Road (Deluxe),Alternative,
It Hurts,3:49,Tom Grennan,Evering Road (Deluxe),Alternative,
Verenica (La novia),2:48,Tony Dallara,Italian Vintage Collection (The Best of Italian Songs),Pop,
Bambina bambina,2:29,Tony Dallara,Italian Vintage Collection (The Best of Italian Songs),Pop,
Tulipan 'tuli tuli pan ',3:14,Trio Lescano,Italian Vintage Collection (The Best of Italian Songs),Pop,
Camminando sotto la pioggia,3:07,Trio Lescano,Italian Vintage Collection (The Best of Italian Songs),Pop,
Ciribiribin,2:58,Trio Lescano,Italian Vintage Collection (The Best of Italian Songs),Pop,
Formidable,2:56,twenty one pilots,Scaled And Icy,Alternative,
Digital Booklet - Songs of Innocence,,U2,Songs of Innocence,Rock,
Riviera,3:39,Umberto Bindi,Italian Vintage Collection (The Best of Italian Songs),Pop,
Recycling,3:14,Victoria IX,Emotional Distancing,Pop,
Snowchild,4:07,The Weeknd,After Hours,R&B/Soul,
Friends in the Fire,4:21,Will Reagan,Vacancy,Alternative,
Forgive & Forget,3:30,THE WLDLFE,"Repaint My Mind, 2021",Pop,
Wake Up,3:37,Young the Giant,American Bollywood,Alternative,
Tomorrow,3:09,Young the Giant,American Bollywood,Alternative,
Guardian Angel,2:53,Young the Giant,American Bollywood,Alternative,
My Way,3:35,Young the Giant,American Bollywood,Alternative,
Insomnia,3:50,Young the Giant,American Bollywood,Alternative,
Tonight,3:59,Young the Giant,American Bollywood,Alternative,
The Walk Home,3:17,Young the Giant,American Bollywood,Alternative,
Dollar $tore,3:24,Young the Giant,American Bollywood,Alternative,
Dancing in the Rain,4:10,Young the Giant,American Bollywood,Alternative,
Commotion,3:19,Young the Giant,American Bollywood,Alternative,
Guns Out,4:45,Young the Giant,Young the Giant (Special Edition),Alternative,
Nomad,3:24,Zion.T & Gen Hoshino,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
